Gender,Event,Location,Year,Medal,Name,Nationality,Result,seconds,,"*calculated milisec fro 1000M, 1500M, 800M"
M,Long Jump Men,St Louis,1904,B,Robert STANGLAND,USA,6.88,0,,
M,Long Jump Men,Athens,1896,G,Ellery CLARK,USA,6.35,0,,
M,Long Jump Men,Athens,1896,S,Robert GARRETT,USA,6.18,0,,
M,Long Jump Men,Athens,1896,B,James CONNOLLY,USA,6.11,0,,
M,Shot Put Men,Rio,2016,G,Ryan CROUSER,USA,22.52,0,,
M,Shot Put Men,Rio,2016,S,Joe KOVACS,USA,21.78,0,,
M,Shot Put Men,Rio,2016,B,Tomas WALSH,NZL,21.36,0,,
M,Shot Put Men,Beijing,2008,G,Tomasz MAJEWSKI,POL,21.51,0,,
M,Shot Put Men,Beijing,2008,S,Christian CANTWELL,USA,21.09,0,,
M,Shot Put Men,Beijing,2008,B,Dylan ARMSTRONG,CAN,21.04,0,,
M,Shot Put Men,Sydney,2000,G,Arsi HARJU,FIN,21.29,0,,
M,Shot Put Men,Sydney,2000,S,Adam NELSON,USA,21.21,0,,
M,Shot Put Men,Sydney,2000,B,John GODINA,USA,21.2,0,,
M,Shot Put Men,Barcelona,1992,G,Mike STULCE,USA,21.7,0,,
M,Shot Put Men,Barcelona,1992,S,Jim DOEHRING,USA,20.96,0,,
M,Shot Put Men,Barcelona,1992,B,Vyacheslav LYKHO,EUN,20.94,0,,
M,Shot Put Men,Los Angeles,1984,G,Alessandro ANDREI,ITA,21.26,0,,
M,Shot Put Men,Los Angeles,1984,S,Michael D'Andrea CARTER,USA,21.09,0,,
M,Shot Put Men,Los Angeles,1984,B,Dave LAUT,USA,20.97,0,,
M,Shot Put Men,Rome,1960,G,William NIEDER,USA,19.68,0,,
M,Shot Put Men,Rome,1960,S,Parry O'BRIEN,USA,19.11,0,,
M,Shot Put Men,Rome,1960,B,Dallas LONG,USA,19.01,0,,
M,Shot Put Men,Helsinki,1952,G,Parry O'BRIEN,USA,17.41,0,,
M,Shot Put Men,Helsinki,1952,S,Darrow Clarence HOOPER,USA,17.39,0,,
M,Shot Put Men,Helsinki,1952,B,James FUCHS,USA,17.06,0,,
M,Shot Put Men,Berlin,1936,G,Hans WOELLKE,GER,16.2,0,,
M,Shot Put Men,Berlin,1936,S,Sulo Bí€Œ‹RLUND,FIN,16.12,0,,
M,Shot Put Men,Berlin,1936,B,Gerhard STí€Œ_CK,GER,15.66,0,,
M,Shot Put Men,London,1908,G,Ralph ROSE,USA,14.21,0,,
M,Shot Put Men,London,1908,S,Denis HORGAN,GBR,13.62,0,,
M,Shot Put Men,London,1908,B,John GARRELLS,USA,13.18,0,,
M,Shot Put Men,Paris,1900,G,Richard SHELDON,USA,14.1,0,,
M,Shot Put Men,Paris,1900,S,Josiah MCCRACKEN,USA,12.85,0,,
M,Shot Put Men,Paris,1900,B,Robert GARRETT,USA,12.35,0,,
M,Shot Put Men,London,2012,G,Tomasz MAJEWSKI,POL,21.89,0,,
M,Shot Put Men,London,2012,S,David STORL,GER,21.86,0,,
M,Shot Put Men,London,2012,B,Reese HOFFA,USA,21.23,0,,
M,Shot Put Men,Athens,2004,G,Adam NELSON,USA,21.16,0,,
M,Shot Put Men,Athens,2004,S,Joachim Broechner OLSEN,DEN,21.07,0,,
M,Shot Put Men,Athens,2004,B,Manuel MARTINEZ,ESP,20.84,0,,
M,Shot Put Men,Atlanta,1996,G,Randy BARNES,USA,21.62,0,,
M,Shot Put Men,Atlanta,1996,S,John GODINA,USA,20.79,0,,
M,Shot Put Men,Atlanta,1996,B,Oleksandr BAGACH,UKR,20.75,0,,
M,Shot Put Men,Moscow,1980,G,Vladimir KISELEV,URS,21.35,0,,
M,Shot Put Men,Moscow,1980,S,Aleksandr BARYSHNIKOV,URS,21.08,0,,
M,Shot Put Men,Moscow,1980,B,Udo BEYER,GDR,21.06,0,,
M,Shot Put Men,Tokyo,1964,G,Dallas LONG,USA,20.33,0,,
M,Shot Put Men,Tokyo,1964,S,Randy MATSON,USA,20.2,0,,
M,Shot Put Men,Tokyo,1964,B,Vilmos VARJU,HUN,19.39,0,,
M,Shot Put Men,Los Angeles,1932,G,Leo SEXTON,USA,16,0,,
M,Shot Put Men,Los Angeles,1932,S,Harlow ROTHERT,USA,15.67,0,,
M,Shot Put Men,Los Angeles,1932,B,Franti?ek DOUDA,TCH,15.61,0,,
M,Shot Put Men,Paris,1924,G,Bud HOUSER,USA,14.995,0,,
M,Shot Put Men,Paris,1924,S,Glenn HARTRANFT,USA,14.895,0,,
M,Shot Put Men,Paris,1924,B,Ralph HILLS,USA,14.64,0,,
M,Shot Put Men,Stockholm,1912,G,Patrick MCDONALD,USA,15.34,0,,
M,Shot Put Men,Stockholm,1912,S,Ralph ROSE,USA,15.25,0,,
M,Shot Put Men,Stockholm,1912,B,Lawrence WHITNEY,USA,13.93,0,,
M,Shot Put Men,St Louis,1904,G,Ralph ROSE,USA,14.81,0,,
M,Shot Put Men,St Louis,1904,S,Wesley COE,USA,14.4,0,,
M,Shot Put Men,St Louis,1904,B,Lawrence E. Joseph FEUERBACH,USA,13.37,0,,
M,Shot Put Men,Athens,1896,G,Robert GARRETT,USA,11.22,0,,
M,Shot Put Men,Athens,1896,S,Miltiadis GOUSKOS,GRE,11.2,0,,
M,Shot Put Men,Athens,1896,B,Georgios PAPASIDERIS,GRE,10.36,0,,
W,100M Women,Rio,2016,G,Elaine THOMPSON,JAM,10.71,10.71,,
W,100M Women,Rio,2016,S,Tori BOWIE,USA,10.83,10.83,,
W,100M Women,Rio,2016,B,Shelly-Ann FRASER-PRYCE,JAM,10.86,10.86,,
W,100M Women,Beijing,2008,G,Shelly-Ann FRASER-PRYCE,JAM,10.78,10.78,,
W,100M Women,Beijing,2008,S,Sherone SIMPSON,JAM,10.98,10.98,,
W,100M Women,Beijing,2008,S,Kerron STEWART,JAM,10.98,10.98,,
W,100M Women,Sydney,2000,S,Ekaterini THANOU,GRE,11.12,11.12,,
W,100M Women,Sydney,2000,S,Tanya LAWRENCE,JAM,11.18,11.18,,
W,100M Women,Sydney,2000,B,Merlene OTTEY,JAM,11.19,11.19,,
W,100M Women,Barcelona,1992,G,Gail DEVERS,USA,10.82,10.82,,
W,100M Women,Barcelona,1992,S,Juliet CUTHBERT,JAM,10.83,10.83,,
W,100M Women,Barcelona,1992,B,Irina PRIVALOVA,EUN,10.84,10.84,,
W,100M Women,Los Angeles,1984,G,Evelyn ASHFORD,USA,10.97,10.97,,
W,100M Women,Los Angeles,1984,S,Alice BROWN,USA,11.13,11.13,,
W,100M Women,Los Angeles,1984,B,Merlene OTTEY,JAM,11.16,11.16,,
W,100M Women,Montreal,1976,G,Annegret RICHTER-IRRGANG,FRG,11.08,11.08,,
W,100M Women,Montreal,1976,S,Renate STECHER,GDR,11.13,11.13,,
W,100M Women,Montreal,1976,B,Inge HELTEN,FRG,11.17,11.17,,
W,100M Women,Mexico,1968,G,Wyomia TYUS,USA,11,11,,
W,100M Women,Mexico,1968,S,Barbara FERRELL,USA,11.1,11.1,,
W,100M Women,Mexico,1968,B,Irena KIRSZENSTEIN,POL,11.1,11.1,,
W,100M Women,Rome,1960,G,Wilma RUDOLPH,USA,11,11,,
W,100M Women,Rome,1960,S,Dorothy HYMAN,GBR,11.3,11.3,,
W,100M Women,Rome,1960,B,Giuseppina LEONE,ITA,11.3,11.3,,
W,100M Women,Helsinki,1952,G,Marjorie JACKSON,AUS,11.5,11.5,,
W,100M Women,Helsinki,1952,S,Daphne HASENJAGER,RSA,11.8,11.8,,
W,100M Women,Helsinki,1952,B,Shirley STRICKLAND,AUS,11.9,11.9,,
W,100M Women,Berlin,1936,G,Helen STEPHENS,USA,11.5,11.5,,
W,100M Women,Berlin,1936,S,Stanislawa WALASIEWICZ,POL,11.7,11.7,,
W,100M Women,Berlin,1936,B,Kí€Œ_the KRAUSS,GER,11.9,11.9,,
W,100M Women,Amsterdam,1928,G,Elizabeth ROBINSON,USA,12.2,12.2,,
W,100M Women,London,2012,G,Shelly-Ann FRASER-PRYCE,JAM,10.75,10.75,,
W,100M Women,London,2012,S,Carmelita JETER,USA,10.78,10.78,,
W,100M Women,London,2012,B,Veronica CAMPBELL-BROWN,JAM,10.81,10.81,,
W,100M Women,Athens,2004,G,Yuliya NESTSIARENKA,BLR,10.93,10.93,,
W,100M Women,Athens,2004,S,Lauryn WILLIAMS,USA,10.96,10.96,,
W,100M Women,Athens,2004,B,Veronica CAMPBELL-BROWN,JAM,10.97,10.97,,
W,100M Women,Atlanta,1996,G,Gail DEVERS,USA,10.94,10.94,,
W,100M Women,Atlanta,1996,S,Merlene OTTEY,JAM,10.94,10.94,,
W,100M Women,Atlanta,1996,B,Gwen TORRENCE,USA,10.96,10.96,,
W,100M Women,Moscow,1980,G,Lyudmila KONDRATYEVA,URS,11.06,11.06,,
W,100M Women,Moscow,1980,S,Marlies OELSNER-Gí€Œ_HR,GDR,11.07,11.07,,
W,100M Women,Moscow,1980,B,Ingrid AUERSWALD-LANGE,GDR,11.14,11.14,,
W,100M Women,Munich,1972,G,Renate STECHER,GDR,11.07,11.07,,
W,100M Women,Munich,1972,S,Raelene Ann BOYLE,AUS,11.23,11.23,,
W,100M Women,Munich,1972,B,Silvia CHIVAS BARO,CUB,11.24,11.24,,
W,100M Women,Tokyo,1964,G,Wyomia TYUS,USA,11.4,11.4,,
W,100M Women,Tokyo,1964,S,Edith MCGUIRE,USA,11.6,11.6,,
W,100M Women,Tokyo,1964,B,Ewa KLOBUKOWSKA,POL,11.6,11.6,,
W,100M Women,Melbourne / Stockholm,1956,G,Betty CUTHBERT,AUS,11.5,11.5,,
W,100M Women,Melbourne / Stockholm,1956,S,Christa STUBNICK,EUA,11.7,11.7,,
W,100M Women,Melbourne / Stockholm,1956,B,Marlene MATHEWS-WILLARD,AUS,11.7,11.7,,
W,100M Women,London,1948,G,Fanny BLANKERS-KOEN,NED,11.9,11.9,,
W,100M Women,London,1948,S,Dorothy HALL,GBR,12.2,12.2,,
W,100M Women,London,1948,B,Shirley STRICKLAND,AUS,12.2,12.2,,
W,100M Women,Los Angeles,1932,G,Stanislawa WALASIEWICZ,POL,11.9,11.9,,
W,100M Women,Los Angeles,1932,S,Hilda STRIKE,CAN,11.9,11.9,,
W,100M Women,Los Angeles,1932,B,Wilhelmina VON BREMEN,USA,12,12,,
W,1500M Women,Rio,2016,G,Faith Chepngetich KIPYEGON,KEN,04:08.9,248.90,,
W,1500M Women,Rio,2016,S,Genzebe DIBABA,ETH,04:10.3,250.30,,
W,1500M Women,Rio,2016,B,Jennifer SIMPSON,USA,04:10.5,250.50,,
W,1500M Women,Beijing,2008,G,Nancy Jebet LAGAT,KEN,04:00.2,240.20,,
W,1500M Women,Beijing,2008,S,Iryna LISHCHYNSKA,UKR,04:01.6,241.60,,
W,1500M Women,Beijing,2008,B,Nataliya TOBIAS,UKR,04:01.8,241.80,,
W,1500M Women,Sydney,2000,G,Nouria MERAH-BENIDA,ALG,04:05.1,245.10,,
W,1500M Women,Sydney,2000,S,Violeta SZEKELY,ROU,04:05.2,245.20,,
W,1500M Women,Sydney,2000,B,Gabriela SZABO,ROU,04:05.3,245.30,,
W,1500M Women,Barcelona,1992,G,Hassiba BOULMERKA,ALG,03:55.3,235.30,,
W,1500M Women,Barcelona,1992,S,Lyudmila ROGACHOVA,EUN,03:56.9,236.90,,
W,1500M Women,Barcelona,1992,B,Yunxia QU,CHN,03:57.1,237.10,,
W,1500M Women,Los Angeles,1984,G,Gabriella DORIO,ITA,04:03.2,243.20,,
W,1500M Women,Los Angeles,1984,S,Doina MELINTE,ROU,04:03.8,243.80,,
W,1500M Women,Los Angeles,1984,B,Maricica PUICA,ROU,04:04.1,244.10,,
W,1500M Women,Montreal,1976,G,Tatiana KAZANKINA,URS,04:05.5,245.50,,
W,1500M Women,Montreal,1976,S,Gunhild HOFFMEISTER,GDR,04:06.0,246.00,,
W,1500M Women,Montreal,1976,B,Ulrike KLAPEZYNSKI-BRUNS,GDR,04:06.1,246.10,,
W,1500M Women,London,2012,S,Gamze BULUT,TUR,04:10.4,250.40,,
W,1500M Women,London,2012,B,Maryam Yusuf JAMAL,BRN,04:10.7,250.70,,
W,1500M Women,Athens,2004,G,Kelly HOLMES,GBR,03:57.9,237.90,,
W,1500M Women,Athens,2004,S,Tatyana TOMASHOVA,RUS,03:58.1,238.10,,
W,1500M Women,Athens,2004,B,Maria CIONCAN,ROU,03:58.4,238.40,,
W,1500M Women,Atlanta,1996,G,Svetlana MASTERKOVA,RUS,04:00.8,240.80,,
W,1500M Women,Atlanta,1996,S,Gabriela SZABO,ROU,04:01.5,241.50,,
W,1500M Women,Atlanta,1996,B,Theresia KIESL,AUT,04:03.0,243.00,,
W,1500M Women,Moscow,1980,G,Tatiana KAZANKINA,URS,03:56.6,236.60,,
W,1500M Women,Moscow,1980,S,Christiane STOLL-WARTENBERG,GDR,03:57.8,237.80,,
W,1500M Women,Moscow,1980,B,Nadezhda OLIZARENKO,URS,03:59.6,239.60,,
W,1500M Women,Munich,1972,G,Lyudmila BRAGINA,URS,04:01.4,241.40,,
W,1500M Women,Munich,1972,S,Gunhild HOFFMEISTER,GDR,04:02.8,242.80,,
W,1500M Women,Munich,1972,B,Paola PIGNI-CACCHI,ITA,04:02.9,242.90,,
W,200M Women,Rio,2016,G,Elaine THOMPSON,JAM,21.78,21.78,,
W,200M Women,Rio,2016,S,Dafne SCHIPPERS,NED,21.88,21.88,,
W,200M Women,Rio,2016,B,Tori BOWIE,USA,22.15,22.15,,
W,200M Women,Beijing,2008,G,Veronica CAMPBELL-BROWN,JAM,21.74,21.74,,
W,200M Women,Beijing,2008,S,Allyson FELIX,USA,21.93,21.93,,
W,200M Women,Beijing,2008,B,Kerron STEWART,JAM,22,22,,
W,200M Women,Sydney,2000,G,Pauline DAVIS,BAH,22.27,22.27,,
W,200M Women,Sydney,2000,S,Susanthika JAYASINGHE,SRI,22.28,22.28,,
W,200M Women,Sydney,2000,B,Beverly MCDONALD,JAM,22.35,22.35,,
W,200M Women,Barcelona,1992,G,Gwen TORRENCE,USA,21.81,21.81,,
W,200M Women,Barcelona,1992,S,Juliet CUTHBERT,JAM,22.02,22.02,,
W,200M Women,Barcelona,1992,B,Merlene OTTEY,JAM,22.09,22.09,,
W,200M Women,Los Angeles,1984,G,Valerie BRISCO,USA,21.81,21.81,,
W,200M Women,Los Angeles,1984,S,Florence GRIFFITH JOYNER,USA,22.04,22.04,,
W,200M Women,Los Angeles,1984,B,Merlene OTTEY,JAM,22.09,22.09,,
W,200M Women,Montreal,1976,G,Bí€Œ_rbel ECKERT-Wí€Œ_CKEL,GDR,22.37,22.37,,
W,200M Women,Montreal,1976,S,Annegret RICHTER-IRRGANG,FRG,22.39,22.39,,
W,200M Women,Montreal,1976,B,Renate STECHER,GDR,22.47,22.47,,
W,200M Women,Mexico,1968,G,Irena KIRSZENSTEIN,POL,22.5,22.5,,
W,200M Women,Mexico,1968,S,Raelene Ann BOYLE,AUS,22.7,22.7,,
W,200M Women,Mexico,1968,B,Jennifer LAMY,AUS,22.8,22.8,,
W,200M Women,Rome,1960,G,Wilma RUDOLPH,USA,24,24,,
W,200M Women,Rome,1960,S,Jutta HEINE,EUA,24.4,24.4,,
W,200M Women,Rome,1960,B,Dorothy HYMAN,GBR,24.7,24.7,,
W,200M Women,Helsinki,1952,G,Marjorie JACKSON,AUS,23.7,23.7,,
W,200M Women,Helsinki,1952,S,Bertha BROUWER,NED,24.2,24.2,,
W,200M Women,Helsinki,1952,B,Nadezhda KHNYKINA,URS,24.2,24.2,,
W,200M Women,London,2012,G,Allyson FELIX,USA,21.88,21.88,,
W,200M Women,London,2012,S,Shelly-Ann FRASER-PRYCE,JAM,22.09,22.09,,
W,200M Women,London,2012,B,Carmelita JETER,USA,22.14,22.14,,
W,200M Women,Athens,2004,G,Veronica CAMPBELL-BROWN,JAM,22.05,22.05,,
W,200M Women,Athens,2004,S,Allyson FELIX,USA,22.18,22.18,,
W,200M Women,Athens,2004,B,Debbie FERGUSON-MCKENZIE,BAH,22.3,22.3,,
W,200M Women,Atlanta,1996,G,Marie-Josí€Œ© Pí€Œ_REC,FRA,22.12,22.12,,
W,200M Women,Atlanta,1996,S,Merlene OTTEY,JAM,22.24,22.24,,
W,200M Women,Atlanta,1996,B,Mary ONYALI,NGR,22.38,22.38,,
W,200M Women,Moscow,1980,G,Bí€Œ_rbel ECKERT-Wí€Œ_CKEL,GDR,22.03,22.03,,
W,200M Women,Moscow,1980,S,Natalia BOCHINA,URS,22.19,22.19,,
W,200M Women,Moscow,1980,B,Merlene OTTEY,JAM,22.2,22.2,,
W,200M Women,Munich,1972,G,Renate STECHER,GDR,22.4,22.4,,
W,200M Women,Munich,1972,S,Raelene Ann BOYLE,AUS,22.45,22.45,,
W,200M Women,Munich,1972,B,Irena KIRSZENSTEIN,POL,22.74,22.74,,
W,200M Women,Tokyo,1964,G,Edith MCGUIRE,USA,23,23,,
W,200M Women,Tokyo,1964,S,Irena KIRSZENSTEIN,POL,23.1,23.1,,
W,200M Women,Tokyo,1964,B,Marilyn BLACK,AUS,23.1,23.1,,
W,200M Women,Melbourne / Stockholm,1956,G,Betty CUTHBERT,AUS,23.4,23.4,,
W,200M Women,Melbourne / Stockholm,1956,S,Christa STUBNICK,EUA,23.7,23.7,,
W,200M Women,Melbourne / Stockholm,1956,B,Marlene MATHEWS-WILLARD,AUS,23.8,23.8,,
W,200M Women,London,1948,G,Fanny BLANKERS-KOEN,NED,24.4,24.4,,
W,200M Women,London,1948,S,Audrey WILLIAMSON,GBR,25.1,25.1,,
W,200M Women,London,1948,B,Audrey PATTERSON,USA,25.2,25.2,,
W,Long Jump Women,Rio,2016,G,Tianna BARTOLETTA,USA,7.17,0,,
W,Long Jump Women,Rio,2016,S,Brittney REESE,USA,7.15,0,,
W,Long Jump Women,Rio,2016,B,Ivana SPANOVIC,SRB,7.08,0,,
W,Long Jump Women,Beijing,2008,G,Maurren Higa MAGGI,BRA,7.04,0,,
W,Long Jump Women,Beijing,2008,B,Blessing OKAGBARE,NGR,6.91,0,,
W,Long Jump Women,Sydney,2000,G,Heike DRECHSLER,GER,6.99,0,,
W,Long Jump Women,Sydney,2000,S,Fiona MAY,ITA,6.92,0,,
W,Long Jump Women,Sydney,2000,B,Tatyana KOTOVA,RUS,6.83,0,,
W,Long Jump Women,Barcelona,1992,G,Heike DRECHSLER,GER,7.14,0,,
W,Long Jump Women,Barcelona,1992,S,Inessa KRAVETS,EUN,7.12,0,,
W,Long Jump Women,Barcelona,1992,B,Jackie JOYNER,USA,7.07,0,,
W,Long Jump Women,Montreal,1976,G,Angela VOIGT,GDR,6.72,0,,
W,Long Jump Women,Montreal,1976,S,Catherine Laverne MCMILLAN,USA,6.66,0,,
W,Long Jump Women,Montreal,1976,B,Lidia ALFEEVA,URS,6.6,0,,
W,Long Jump Women,Rome,1960,G,Vera KOLASHNIKOVA-KREPKINA,URS,6.37,0,,
W,Long Jump Women,Rome,1960,S,Elzbieta KRZESINSKA,POL,6.27,0,,
W,Long Jump Women,Rome,1960,B,Hildrun CLAUS,EUA,6.21,0,,
W,Long Jump Women,Helsinki,1952,G,Yvette WILLIAMS,NZL,6.24,0,,
W,Long Jump Women,Helsinki,1952,S,Aleksandra CHUDINA,URS,6.14,0,,
W,Long Jump Women,Helsinki,1952,B,Shirley CAWLEY,GBR,5.92,0,,
W,Long Jump Women,London,2012,G,Brittney REESE,USA,7.12,0,,
W,Long Jump Women,London,2012,S,Elena SOKOLOVA,RUS,7.07,0,,
W,Long Jump Women,London,2012,B,Janay DELOACH,USA,6.89,0,,
W,Long Jump Women,Athens,2004,G,Tatyana LEBEDEVA,RUS,7.07,0,,
W,Long Jump Women,Athens,2004,S,Irina SIMAGINA,RUS,7.05,0,,
W,Long Jump Women,Athens,2004,B,Tatyana KOTOVA,RUS,7.05,0,,
W,Long Jump Women,Atlanta,1996,G,Chioma AJUNWA,NGR,7.12,0,,
W,Long Jump Women,Atlanta,1996,S,Fiona MAY,ITA,7.02,0,,
W,Long Jump Women,Atlanta,1996,B,Jackie JOYNER,USA,7,0,,
W,Long Jump Women,Moscow,1980,G,Tatiana KOLPAKOVA,URS,7.06,0,,
W,Long Jump Women,Moscow,1980,S,Brigitte WUJAK,GDR,7.04,0,,
W,Long Jump Women,Moscow,1980,B,Tatiana SKACHKO,URS,7.01,0,,
W,Long Jump Women,Tokyo,1964,G,Mary RAND,GBR,6.76,0,,
W,Long Jump Women,Tokyo,1964,S,Irena KIRSZENSTEIN,POL,6.6,0,,
W,Long Jump Women,Tokyo,1964,B,Tatyana SHCHELKANOVA,URS,6.42,0,,
W,Shot Put Women,Rio,2016,G,Michelle CARTER,USA,20.63,0,,
W,Shot Put Women,Rio,2016,S,Valerie ADAMS,NZL,20.42,0,,
W,Shot Put Women,Rio,2016,B,Anita MARTON,HUN,19.87,0,,
W,Shot Put Women,Beijing,2008,G,Valerie ADAMS,NZL,20.56,0,,
W,Shot Put Women,Sydney,2000,G,Yanina KAROLCHIK,BLR,20.56,0,,
W,Shot Put Women,Sydney,2000,S,Larisa PELESHENKO,RUS,19.92,0,,
W,Shot Put Women,Sydney,2000,B,Astrid KUMBERNUSS,GER,19.62,0,,
W,Shot Put Women,Barcelona,1992,G,Svetlana KRIVELYOVA,EUN,21.06,0,,
W,Shot Put Women,Barcelona,1992,S,Zhihong HUANG,CHN,20.47,0,,
W,Shot Put Women,Barcelona,1992,B,Kathrin NEIMKE,GER,19.78,0,,
W,Shot Put Women,Los Angeles,1984,G,Claudia LOSCH,FRG,20.48,0,,
W,Shot Put Women,Los Angeles,1984,S,Mihaela LOGHIN,ROU,20.47,0,,
W,Shot Put Women,Los Angeles,1984,B,Gael MARTIN,AUS,19.19,0,,
W,Shot Put Women,Montreal,1976,G,Ivanka KHRISTOVA,BUL,21.16,0,,
W,Shot Put Women,Montreal,1976,S,Nadezhda CHIZHOVA,URS,20.96,0,,
W,Shot Put Women,Montreal,1976,B,Helena FIBINGEROVí€ŒÅ,TCH,20.67,0,,
W,Shot Put Women,Mexico,1968,G,Margitta HELMBOLD-GUMMEL,GDR,19.61,0,,
W,Shot Put Women,Mexico,1968,S,Marita LANGE,GDR,18.78,0,,
W,Shot Put Women,Mexico,1968,B,Nadezhda CHIZHOVA,URS,18.19,0,,
W,Shot Put Women,Rome,1960,G,Tamara PRESS,URS,17.32,0,,
W,Shot Put Women,Rome,1960,S,Johanna Lí€ŒìTTGE,EUA,16.61,0,,
W,Shot Put Women,Rome,1960,B,Earlene BROWN,USA,16.42,0,,
W,Shot Put Women,Helsinki,1952,G,Galina ZYBINA,URS,15.28,0,,
W,Shot Put Women,Helsinki,1952,S,Marianne WERNER,GER,14.57,0,,
W,Shot Put Women,Helsinki,1952,B,Klavdiya TOCHENOVA,URS,14.5,0,,
W,Shot Put Women,London,2012,G,Valerie ADAMS,NZL,20.7,0,,
W,Shot Put Women,London,2012,B,Lijiao GONG,CHN,20.22,0,,
W,Shot Put Women,Athens,2004,G,Yumileidi CUMBA,CUB,19.59,0,,
W,Shot Put Women,Athens,2004,S,Nadine KLEINERT-SCHMITT,GER,19.55,0,,
W,Shot Put Women,Atlanta,1996,G,Astrid KUMBERNUSS,GER,20.56,0,,
W,Shot Put Women,Atlanta,1996,S,Xinmei SUI,CHN,19.88,0,,
W,Shot Put Women,Atlanta,1996,B,Irina KHUDOROZHKINA,RUS,19.35,0,,
W,Shot Put Women,Moscow,1980,G,Ilona SCHOKNECHT-SLUPIANEK,GDR,22.41,0,,
W,Shot Put Women,Moscow,1980,S,Esfira DOLCHENKO-KRACHEVSKAYA,URS,21.42,0,,
W,Shot Put Women,Moscow,1980,B,Margitta DROESE-PUFE,GDR,21.2,0,,
W,Shot Put Women,Munich,1972,G,Nadezhda CHIZHOVA,URS,21.03,0,,
W,Shot Put Women,Munich,1972,S,Margitta HELMBOLD-GUMMEL,GDR,20.22,0,,
W,Shot Put Women,Munich,1972,B,Ivanka KHRISTOVA,BUL,19.35,0,,
W,Shot Put Women,Tokyo,1964,G,Tamara PRESS,URS,18.14,0,,
W,Shot Put Women,Tokyo,1964,S,Renate GARISCH-CULMBERGER-BOY,EUA,17.61,0,,
W,Shot Put Women,Tokyo,1964,B,Galina ZYBINA,URS,17.45,0,,